j

DATE:	02/11/2017	TIME:	15:46:29
Initialising game took 20.24 us

Paint Game (ms)		Move made & Status			Health		Frame rate/s	Time/Frame (ms)	Screen messages
-----------------------------------------------------------------------------------------------------------
	16.01		LEFT  to WORM    and LOST GAME 100.00%			62.24		16.07		FROG GOT YOU!

DATE:	02/11/2017	TIME:	15:47:11
Initialising game took 35.35 us

Paint Game (ms)		Move made & Status			Health		Frame rate/s	Time/Frame (ms)	Screen messages
-----------------------------------------------------------------------------------------------------------
	28.94		LEFT  to GRASS   and ALIVE     96.67%			34.54		28.95		READY TO SLITHER!? PRESS A KEY...
	20.49		LEFT  to GRASS   and ALIVE     93.33%			48.80		20.49		
	22.44		LEFT  to GRASS   and LOST GAME 90.00%			44.47		22.49		FROG GOT YOU!

DATE:	02/11/2017	TIME:	15:47:11
Initialising game took 17.39 us

Paint Game (ms)		Move made & Status			Health		Frame rate/s	Time/Frame (ms)	Screen messages
-----------------------------------------------------------------------------------------------------------
	16.20		UP    to LETTUCE and ALIVE     100.00%			61.64		16.22		LETTUCE EATEN
	51.44		UP    to GRASS   and ALIVE     96.67%			19.43		51.46		
	20.00		RIGHT to GRASS   and ALIVE     93.33%			49.97		20.01		
	20.29		UP    to GRASS   and FROG GONE 90.00%			49.21		20.32		EAGLE GOT A FROG
	60.36		LEFT  to GRASS   and ALIVE     86.67%			16.56		60.38		
	38.54		LEFT  to GRASS   and ALIVE     83.33%			25.93		38.56		
	46.80		LEFT  to GRASS   and ALIVE     80.00%			21.36		46.82		
	41.32		LEFT  to GRASS   and ALIVE     76.67%			24.19		41.34		
	20.24		LEFT  to GRASS   and ALIVE     73.33%			49.38		20.25		
	70.62		LEFT  to GRASS   and ALIVE     70.00%			14.15		70.65		
	71.11		DOWN  to GRASS   and ALIVE     66.67%			14.06		71.14		
	62.42		RIGHT to GRASS   and ALIVE     63.33%			16.02		62.44		
	54.26		UP    to SLIME   and ALIVE     63.33%			18.37		54.44		THAT'S SLIME!
	68.99		RIGHT to GRASS   and ALIVE     60.00%			14.49		69.01		
	29.69		DOWN  to GRASS   and ALIVE     56.67%			33.67		29.70		
	20.22		UP    to SLIME   and ALIVE     56.67%			49.40		20.24		THAT'S SLIME!
	40.04		DOWN  to DEATH   and LOST GAME 53.33%			24.81		40.31		OH NO! A FROG!

DATE:	02/11/2017	TIME:	15:47:15
Initialising game took 20.81 us

Paint Game (ms)		Move made & Status			Health		Frame rate/s	Time/Frame (ms)	Screen messages
-----------------------------------------------------------------------------------------------------------
	24.54		LEFT  to GRASS   and ALIVE     96.67%			40.74		24.55		READY TO SLITHER!? PRESS A KEY...
	26.57		RIGHT to SLIME   and ALIVE     96.67%			37.59		26.60		THAT'S SLIME!
	21.99		DOWN  to WALL    and ALIVE     96.67%			45.42		22.02		THAT'S A WALL!
	21.42		LEFT  to GRASS   and ALIVE     93.33%			46.68		21.42		
	59.21		RIGHT to SLIME   and ALIVE     93.33%			16.83		59.43		THAT'S SLIME!
	34.20		LEFT  to GRASS   and LOST GAME 90.00%			29.18		34.27		FROG GOT YOU!

DATE:	02/11/2017	TIME:	15:47:15
Initialising game took 16.25 us

Paint Game (ms)		Move made & Status			Health		Frame rate/s	Time/Frame (ms)	Screen messages
-----------------------------------------------------------------------------------------------------------
	15.59		DOWN  to GRASS   and FROG GONE 96.67%			64.06		15.61		EAGLE GOT A FROG
	14.21		LEFT  to GRASS   and ALIVE     93.33%			70.33		14.22		
	44.39		LEFT  to GRASS   and ALIVE     90.00%			22.51		44.42		
	28.19		DOWN  to GRASS   and ALIVE     86.67%			35.46		28.20		
	32.52		UP    to SLIME   and ALIVE     86.67%			30.72		32.55		THAT'S SLIME!
	15.46		UP    to SLIME   and ALIVE     86.67%			64.60		15.48		THAT'S SLIME!
	78.89		UP    to SLIME   and ALIVE     86.67%			12.64		79.12		THAT'S SLIME!
	28.74		LEFT  to GRASS   and ALIVE     83.33%			34.79		28.75		
	39.15		LEFT  to GRASS   and ALIVE     80.00%			25.54		39.16		
	58.00		LEFT  to GRASS   and ALIVE     76.67%			17.23		58.02		
	26.19		LEFT  to GRASS   and ALIVE     73.33%			38.17		26.20		
	28.08		LEFT  to GRASS   and ALIVE     70.00%			35.60		28.09		
	57.08		LEFT  to GRASS   and ALIVE     66.67%			17.51		57.10		
	66.49		LEFT  to GRASS   and ALIVE     63.33%			15.03		66.52		
	53.48		LEFT  to GRASS   and ALIVE     60.00%			18.69		53.50		
	35.66		DOWN  to PELLET  and LOST GAME 51.00%			27.93		35.80		FROG GOT YOU!

DATE:	02/11/2017	TIME:	15:47:19
Initialising game took 27.08 us

Paint Game (ms)		Move made & Status			Health		Frame rate/s	Time/Frame (ms)	Screen messages
-----------------------------------------------------------------------------------------------------------
	37.60		LEFT  to GRASS   and ALIVE     96.67%			26.59		37.61		READY TO SLITHER!? PRESS A KEY...
	44.30		UP    to GRASS   and FROG GONE 93.33%			22.46		44.53		EAGLE GOT A FROG
	64.51		UP    to WALL    and ALIVE     93.33%			15.45		64.73		THAT'S A WALL!
	51.52		DOWN  to SLIME   and ALIVE     93.33%			19.33		51.74		THAT'S SLIME!
	15.26		UP    to WALL    and ALIVE     93.33%			65.23		15.33		THAT'S A WALL!
	57.77		DOWN  to SLIME   and ALIVE     93.33%			17.24		58.00		THAT'S SLIME!
	17.24		UP    to WALL    and ALIVE     93.33%			56.38		17.74		THAT'S A WALL!
	63.01		DOWN  to SLIME   and ALIVE     93.33%			15.81		63.24		THAT'S SLIME!
	35.61		LEFT  to GRASS   and LOST GAME 90.00%			27.95		35.77		FROG GOT YOU!

DATE:	02/11/2017	TIME:	15:47:21
Initialising game took 19.39 us

Paint Game (ms)		Move made & Status			Health		Frame rate/s	Time/Frame (ms)	Screen messages
-----------------------------------------------------------------------------------------------------------
	69.35		DOWN  to GRASS   and ALIVE     96.67%			14.41		69.38		READY TO SLITHER!? PRESS A KEY...
	22.63		LEFT  to GRASS   and ALIVE     93.33%			44.16		22.64		
	47.30		DOWN  to GRASS   and ALIVE     90.00%			21.13		47.32		
	14.24		LEFT  to GRASS   and ALIVE     86.67%			70.19		14.25		
	38.47		LEFT  to WORM    and FROG GONE 100.00%			25.83		38.72		EAGLE GOT A FROG
	14.06		DOWN  to GRASS   and ALIVE     96.67%			71.11		14.06		
	52.73		LEFT  to GRASS   and ALIVE     93.33%			18.95		52.76		
	38.37		DOWN  to GRASS   and ALIVE     90.00%			26.05		38.38		
	42.83		LEFT  to WALL    and ALIVE     90.00%			23.32		42.89		THAT'S A WALL!
	49.79		LEFT  to WALL    and ALIVE     90.00%			20.02		49.95		THAT'S A WALL!
	41.01		DOWN  to GRASS   and ALIVE     86.67%			24.37		41.04		
	14.09		RIGHT to GRASS   and ALIVE     83.33%			70.92		14.10		
	22.57		UP    to GRASS   and ALIVE     80.00%			44.28		22.58		
	50.74		DOWN  to SLIME   and ALIVE     80.00%			19.67		50.85		THAT'S SLIME!
	47.53		LEFT  to SLIME   and ALIVE     80.00%			20.94		47.75		THAT'S SLIME!
	41.23		LEFT  to SLIME   and ALIVE     80.00%			24.12		41.45		THAT'S SLIME!
	16.35		RIGHT to PELLET  and ALIVE     69.00%			61.11		16.36		PELLET ALERT!
	16.28		DOWN  to GRASS   and ALIVE     65.67%			61.40		16.29		
	57.12		LEFT  to SLIME   and ALIVE     65.67%			17.44		57.34		THAT'S SLIME!
	32.61		DOWN  to GRASS   and ALIVE     62.33%			30.65		32.62		
	18.41		LEFT  to GRASS   and ALIVE     59.00%			54.29		18.42		
	17.84		LEFT  to DEATH   and LOST GAME 55.67%			55.61		17.98		OH NO! A FROG!

DATE:	02/11/2017	TIME:	15:47:24
Initialising game took 33.07 us

Paint Game (ms)		Move made & Status			Health		Frame rate/s	Time/Frame (ms)	Screen messages
-----------------------------------------------------------------------------------------------------------
	21.82		DOWN  to GRASS   and ALIVE     96.67%			45.80		21.83		READY TO SLITHER!? PRESS A KEY...
	16.35		LEFT  to LETTUCE and ALIVE     100.00%			61.00		16.39		LETTUCE EATEN
	34.79		DOWN  to GRASS   and ALIVE     96.67%			28.73		34.80		
	54.51		LEFT  to GRASS   and ALIVE     93.33%			18.33		54.55		
	47.14		DOWN  to GRASS   and ALIVE     90.00%			21.20		47.17		
	29.34		LEFT  to PELLET  and ALIVE     78.00%			33.84		29.55		PELLET ALERT!
	46.94		UP    to DEATH   and LOST GAME 74.67%			21.17		47.24		OH NO! A FROG!

DATE:	02/11/2017	TIME:	15:47:26
Initialising game took 21.38 us

Paint Game (ms)		Move made & Status			Health		Frame rate/s	Time/Frame (ms)	Screen messages
-----------------------------------------------------------------------------------------------------------
	20.85		UP    to GRASS   and ALIVE     96.67%			47.94		20.86		READY TO SLITHER!? PRESS A KEY...
	19.75		RIGHT to GRASS   and ALIVE     93.33%			50.62		19.75		
	19.85		DOWN  to GRASS   and ALIVE     90.00%			50.36		19.86		
	20.43		UP    to SLIME   and ALIVE     90.00%			48.89		20.46		THAT'S SLIME!
	39.06		RIGHT to GRASS   and ALIVE     86.67%			25.58		39.09		
	23.69		UP    to GRASS   and ALIVE     83.33%			42.19		23.70		
	28.82		RIGHT to GRASS   and ALIVE     80.00%			34.69		28.83		
	23.31		UP    to GRASS   and ALIVE     76.67%			42.89		23.32		
	71.77		RIGHT to GRASS   and ALIVE     73.33%			13.93		71.80		
	60.67		UP    to GRASS   and ALIVE     70.00%			16.48		60.69		
	48.93		UP    to GRASS   and ALIVE     66.67%			20.43		48.96		
	59.60		DOWN  to SLIME   and ALIVE     66.67%			16.72		59.82		THAT'S SLIME!
	55.24		UP    to DEATH   and LOST GAME 63.33%			17.99		55.57		OH NO! A FROG!

DATE:	02/11/2017	TIME:	15:47:27
Initialising game took 15.40 us

Paint Game (ms)		Move made & Status			Health		Frame rate/s	Time/Frame (ms)	Screen messages
-----------------------------------------------------------------------------------------------------------
	22.66		DOWN  to GRASS   and ALIVE     96.67%			44.11		22.67		READY TO SLITHER!? PRESS A KEY...
	25.88		LEFT  to GRASS   and LOST GAME 93.33%			38.32		26.09		FROG GOT YOU!

DATE:	02/11/2017	TIME:	15:47:28
Initialising game took 31.08 us

Paint Game (ms)		Move made & Status			Health		Frame rate/s	Time/Frame (ms)	Screen messages
-----------------------------------------------------------------------------------------------------------
	26.02		RIGHT to GRASS   and LOST GAME 96.67%			38.32		26.09		FROG GOT YOU!

DATE:	02/11/2017	TIME:	15:47:28
Initialising game took 36.49 us

Paint Game (ms)		Move made & Status			Health		Frame rate/s	Time/Frame (ms)	Screen messages
-----------------------------------------------------------------------------------------------------------
	23.97		UP    to WALL    and ALIVE     100.00%			41.62		24.03		THAT'S A WALL!
	51.22		DOWN  to GRASS   and ALIVE     96.67%			19.52		51.24		
	15.96		UP    to SLIME   and ALIVE     96.67%			62.58		15.98		THAT'S SLIME!
	39.20		DOWN  to GRASS   and ALIVE     93.33%			25.50		39.22		
	21.44		UP    to SLIME   and ALIVE     93.33%			46.57		21.47		THAT'S SLIME!
	57.11		DOWN  to PELLET  and ALIVE     81.00%			17.44		57.34		PELLET ALERT!
	41.63		UP    to SLIME   and ALIVE     81.00%			23.90		41.84		THAT'S SLIME!
	36.40		DOWN  to GRASS   and ALIVE     77.67%			27.47		36.41		
	29.65		LEFT  to GRASS   and ALIVE     74.33%			33.72		29.66		
	56.02		RIGHT to SLIME   and ALIVE     74.33%			17.79		56.21		THAT'S SLIME!
	37.50		UP    to GRASS   and ALIVE     71.00%			26.65		37.53		
	15.42		RIGHT to SLIME   and ALIVE     71.00%			64.16		15.59		THAT'S SLIME!
	14.76		DOWN  to SLIME   and FROG GONE 71.00%			67.61		14.79		EAGLE GOT A FROG
	14.94		UP    to GRASS   and ALIVE     67.67%			66.88		14.95		
	14.35		DOWN  to SLIME   and ALIVE     67.67%			69.56		14.38		THAT'S SLIME!
	14.41		UP    to GRASS   and FROG GONE 64.33%			69.32		14.43		EAGLE GOT A FROG
	14.50		DOWN  to SLIME   and ALIVE     64.33%			68.91		14.51		THAT'S SLIME!
	28.92		RIGHT to SLIME   and ALIVE     64.33%			34.45		29.03		THAT'S SLIME!
	28.40		UP    to GRASS   and ALIVE     61.00%			35.20		28.41		
	21.59		UP    to WALL    and ALIVE     61.00%			46.27		21.61		THAT'S A WALL!
	21.62		RIGHT to SLIME   and ALIVE     61.00%			46.19		21.65		THAT'S SLIME!
	21.70		UP    to WALL    and ALIVE     61.00%			45.87		21.80		THAT'S A WALL!
	18.21		RIGHT to GRASS   and ALIVE     57.67%			54.89		18.22		
	18.47		UP    to WALL    and ALIVE     57.67%			54.09		18.49		THAT'S A WALL!
	18.29		DOWN  to GRASS   and ALIVE     54.33%			54.65		18.30		
	41.29		LEFT  to SLIME   and ALIVE     54.33%			24.13		41.44		THAT'S SLIME!
	22.59		DOWN  to GRASS   and ALIVE     51.00%			44.25		22.60		
	17.29		LEFT  to SLIME   and ALIVE     51.00%			57.76		17.31		THAT'S SLIME!
	14.17		DOWN  to GRASS   and ALIVE     47.67%			70.54		14.18		
	26.67		LEFT  to SLIME   and ALIVE     47.67%			37.26		26.84		THAT'S SLIME!
	41.45		DOWN  to GRASS   and ALIVE     44.33%			24.12		41.46		
	67.92		DOWN  to GRASS   and ALIVE     41.00%			14.72		67.95		
	58.68		DOWN  to GRASS   and ALIVE     37.67%			17.04		58.69		
	42.51		DOWN  to GRASS   and ALIVE     34.33%			23.52		42.52		
	43.46		DOWN  to GRASS   and ALIVE     31.00%			23.00		43.47		
	38.00		DOWN  to PELLET  and ALIVE     24.90%			26.27		38.07		PELLET ALERT!
	48.91		DOWN  to GRASS   and ALIVE     21.57%			20.44		48.93		
	14.63		DOWN  to GRASS   and ALIVE     18.23%			68.31		14.64		
	14.05		DOWN  to GRASS   and ALIVE     14.90%			71.17		14.05		
	20.13		DOWN  to GRASS   and ALIVE     11.57%			49.65		20.14		
	25.77		DOWN  to GRASS   and ALIVE     8.23%			38.78		25.79		
	23.38		DOWN  to GRASS   and ALIVE     4.90%			42.76		23.39		
	22.19		DOWN  to GRASS   and ALIVE     1.57%			45.04		22.20		
	22.67		DOWN  to DEATH   and LOST GAME -1.77%			43.51		22.98		EXHAUSTED! TIME TO DIE...

DATE:	02/11/2017	TIME:	15:47:36
Initialising game took 19.10 us

Paint Game (ms)		Move made & Status			Health		Frame rate/s	Time/Frame (ms)	Screen messages
-----------------------------------------------------------------------------------------------------------
	21.89		DOWN  to GRASS   and ALIVE     96.67%			45.67		21.90		READY TO SLITHER!? PRESS A KEY...
	22.84		UP    to SLIME   and ALIVE     96.67%			43.42		23.03		THAT'S SLIME!
	58.79		UP    to SLIME   and ALIVE     96.67%			16.95		59.01		THAT'S SLIME!
	69.02		UP    to SLIME   and ALIVE     96.67%			14.44		69.24		THAT'S SLIME!
	67.71		UP    to SLIME   and ALIVE     96.67%			14.72		67.93		THAT'S SLIME!
	65.16		RIGHT to DEATH   and LOST GAME 93.33%			15.26		65.52		OH NO! A FROG!

DATE:	02/11/2017	TIME:	15:47:37
Initialising game took 20.53 us

Paint Game (ms)		Move made & Status			Health		Frame rate/s	Time/Frame (ms)	Screen messages
-----------------------------------------------------------------------------------------------------------
	31.47		LEFT  to GRASS   and ALIVE     96.67%			31.76		31.48		READY TO SLITHER!? PRESS A KEY...
	34.43		DOWN  to GRASS   and ALIVE     93.33%			29.03		34.45		
	37.62		LEFT  to WALL    and ALIVE     93.33%			26.50		37.74		THAT'S A WALL!
	31.90		DOWN  to GRASS   and ALIVE     90.00%			31.33		31.92		
	17.83		LEFT  to WALL    and ALIVE     90.00%			55.98		17.86		THAT'S A WALL!
	25.30		DOWN  to GRASS   and ALIVE     86.67%			39.51		25.31		
	21.41		LEFT  to WALL    and ALIVE     86.67%			46.64		21.44		THAT'S A WALL!
	61.28		DOWN  to GRASS   and LOST GAME 83.33%			16.23		61.63		FROG GOT YOU!

DATE:	02/11/2017	TIME:	15:47:39
Initialising game took 33.07 us

Paint Game (ms)		Move made & Status			Health		Frame rate/s	Time/Frame (ms)	Screen messages
-----------------------------------------------------------------------------------------------------------
	33.58		LEFT  to GRASS   and ALIVE     96.67%			29.77		33.59		READY TO SLITHER!? PRESS A KEY...
	32.42		RIGHT to SLIME   and ALIVE     96.67%			30.81		32.46		THAT'S SLIME!
	21.14		DOWN  to WALL    and ALIVE     96.67%			46.88		21.33		THAT'S A WALL!
	19.94		RIGHT to SLIME   and ALIVE     96.67%			50.09		19.96		THAT'S SLIME!
	20.85		UP    to PELLET  and ALIVE     84.00%			47.90		20.88		PELLET ALERT!
	79.34		UP    to GRASS   and ALIVE     80.67%			12.60		79.37		
	31.86		UP    to GRASS   and ALIVE     77.33%			31.38		31.87		
	19.04		DOWN  to SLIME   and ALIVE     77.33%			52.46		19.06		THAT'S SLIME!
	14.36		LEFT  to GRASS   and ALIVE     74.00%			69.62		14.36		
	14.97		RIGHT to SLIME   and ALIVE     74.00%			66.69		14.99		THAT'S SLIME!
	33.76		UP    to GRASS   and ALIVE     70.67%			29.61		33.77		
	33.90		DOWN  to SLIME   and ALIVE     70.67%			29.46		33.94		THAT'S SLIME!
	35.21		LEFT  to GRASS   and ALIVE     67.33%			28.39		35.22		
	37.92		RIGHT to SLIME   and ALIVE     67.33%			26.32		37.99		THAT'S SLIME!
	25.51		UP    to GRASS   and LOST GAME 64.00%			39.13		25.55		FROG GOT YOU!

DATE:	02/11/2017	TIME:	15:47:41
Initialising game took 30.22 us

Paint Game (ms)		Move made & Status			Health		Frame rate/s	Time/Frame (ms)	Screen messages
-----------------------------------------------------------------------------------------------------------
	19.72		UP    to GRASS   and FROG GONE 96.67%			50.65		19.74		EAGLE GOT A FROG
	17.60		DOWN  to SLIME   and ALIVE     96.67%			56.74		17.62		THAT'S SLIME!
	16.99		LEFT  to GRASS   and ALIVE     93.33%			58.84		16.99		
	17.02		UP    to GRASS   and ALIVE     90.00%			58.75		17.02		
	17.25		DOWN  to SLIME   and ALIVE     90.00%			57.92		17.27		THAT'S SLIME!
	61.27		QUIT  to DEATH   and ALIVE     90.00%			57.92		17.27		WELL DONE, YOU WON!

Student: Adrian Oram	DATE: 02/11/2017	TIME: 15:47:44
SUMMARY for 27 games played, with 472 moves entered.

Average frames/sec=	32.091
Average Paint time=	31.198 ms
Average Init time=	24.920 us

*************************************************************************************************************************

Student: Nikos Kapalos	DATE: 02/11/2017	TIME: 15:48:51
SUMMARY for 26 games played, with 940 moves entered.

Average frames/sec=	68.751
Average Paint time=	14.536 ms
Average Init time=	13.816 us

*************************************************************************************************************************

Student: Nikos Kapalos	DATE: 16/11/2017	TIME: 16:30:39
SUMMARY for 26 games played, with 940 moves entered.

Average frames/sec=	70.890
Average Paint time=	14.098 ms
Average Init time=	14.365 us

*************************************************************************************************************************

Student: Nikos Kapalos	DATE: 16/11/2017	TIME: 16:31:31
SUMMARY for 26 games played, with 940 moves entered.

Average frames/sec=	69.350
Average Paint time=	14.412 ms
Average Init time=	5.055 us

*************************************************************************************************************************

Student: Nikos Kapalos	DATE: 16/11/2017	TIME: 16:32:24
SUMMARY for 26 games played, with 940 moves entered.

Average frames/sec=	71.743
Average Paint time=	13.933 ms
Average Init time=	5.088 us

*************************************************************************************************************************

Student: Nikos Kapalos	DATE: 16/11/2017	TIME: 16:40:03
SUMMARY for 26 games played, with 940 moves entered.

Average frames/sec=	71.505
Average Paint time=	13.979 ms
Average Init time=	5.099 us

*************************************************************************************************************************

Student: Nikos Kapalos	DATE: 16/11/2017	TIME: 16:43:07
SUMMARY for 26 games played, with 940 moves entered.

Average frames/sec=	68.764
Average Paint time=	14.533 ms
Average Init time=	14.025 us

*************************************************************************************************************************

Student: Nikos Kapalos	DATE: 16/11/2017	TIME: 16:47:13
SUMMARY for 26 games played, with 940 moves entered.

Average frames/sec=	177.474
Average Paint time=	5.624 ms
Average Init time=	14.595 us

*************************************************************************************************************************

Student: Nikos Kapalos	DATE: 16/11/2017	TIME: 16:47:36
SUMMARY for 26 games played, with 940 moves entered.

Average frames/sec=	192.103
Average Paint time=	5.199 ms
Average Init time=	5.263 us

*************************************************************************************************************************

Student: Nikos Kapalos	DATE: 16/11/2017	TIME: 16:48:06
SUMMARY for 26 games played, with 940 moves entered.

Average frames/sec=	148784.651
Average Paint time=	5.503 ms
Average Init time=	4.945 us

*************************************************************************************************************************

Student: Nikos Kapalos	DATE: 16/11/2017	TIME: 16:50:21
SUMMARY for 26 games played, with 940 moves entered.

Average frames/sec=	151540.555
Average Paint time=	5.193 ms
Average Init time=	4.902 us

*************************************************************************************************************************

Student: Nikos Kapalos	DATE: 16/11/2017	TIME: 16:50:58
SUMMARY for 26 games played, with 940 moves entered.

Average frames/sec=	100242.250
Average Paint time=	5.867 ms
Average Init time=	13.334 us

*************************************************************************************************************************

Student: Nikos Kapalos	DATE: 16/11/2017	TIME: 17:00:31
SUMMARY for 26 games played, with 940 moves entered.

Average frames/sec=	140984.686
Average Paint time=	2.353 ms
Average Init time=	5.099 us

*************************************************************************************************************************

Student: Nikos Kapalos	DATE: 16/11/2017	TIME: 17:00:51
SUMMARY for 26 games played, with 940 moves entered.

Average frames/sec=	142299.001
Average Paint time=	2.352 ms
Average Init time=	4.967 us

*************************************************************************************************************************

Student: Nikos Kapalos	DATE: 16/11/2017	TIME: 17:01:38
SUMMARY for 26 games played, with 940 moves entered.

Average frames/sec=	155185.346
Average Paint time=	2.197 ms
Average Init time=	5.220 us

*************************************************************************************************************************

Student: Nikos Kapalos	DATE: 16/11/2017	TIME: 17:04:05
SUMMARY for 26 games played, with 940 moves entered.

Average frames/sec=	101679.759
Average Paint time=	2.552 ms
Average Init time=	13.784 us

*************************************************************************************************************************

Student: Nikos Kapalos	DATE: 16/11/2017	TIME: 17:10:32
SUMMARY for 26 games played, with 940 moves entered.

Average frames/sec=	544429.964
Average Paint time=	1.804 ms
Average Init time=	5.340 us

*************************************************************************************************************************

Student: Nikos Kapalos	DATE: 16/11/2017	TIME: 17:10:58
SUMMARY for 26 games played, with 940 moves entered.

Average frames/sec=	547412.894
Average Paint time=	1.851 ms
Average Init time=	5.274 us

*************************************************************************************************************************

Student: Nikos Kapalos	DATE: 16/11/2017	TIME: 17:11:20
SUMMARY for 26 games played, with 940 moves entered.

Average frames/sec=	247249.183
Average Paint time=	1.985 ms
Average Init time=	14.343 us

*************************************************************************************************************************

Student: Nikos Kapalos	DATE: 16/11/2017	TIME: 17:17:00
SUMMARY for 26 games played, with 940 moves entered.

Average frames/sec=	599140.080
Average Paint time=	1.406 ms
Average Init time=	5.099 us

*************************************************************************************************************************

Student: Nikos Kapalos	DATE: 16/11/2017	TIME: 17:18:18
SUMMARY for 26 games played, with 940 moves entered.

Average frames/sec=	271452.977
Average Paint time=	1.565 ms
Average Init time=	13.564 us

*************************************************************************************************************************
